nearest:B 01:23:15.84 -09:01:41.2 0.086 0.0 0.914 0.0
nearest:B 01:23:41.34 -10:29:22.6 0.0 0.064 0.915 0.0
nearest:B 01:23:58.70 -09:34:55.4 0.028 0.028 0.861 0.0
nearest:B 01:24:28.68 +01:08:19.3 0.03 0.0 0.848 0.03
nearest:B 01:24:30.79 +00:50:03.5 0.074 0.111 0.815 0.0
nearest:B 01:24:31.22 -08:41:22.7 0.0 0.0 1.0 0.0
nearest:B 01:24:39.56 -09:03:21.2 0.0 0.0 1.0 0.0
nearest:B 01:24:55.22 +00:12:41.7 0.0 0.0 1.0 0.0
nearest:B 01:25:01.95 +14:38:10.2 0.0 0.0 0.958 0.0
nearest:B 01:25:13.26 +14:52:20.9 0.031 0.0 0.969 0.0
nearest:B 01:25:39.73 +01:10:41.1 0.043 0.022 0.891 0.043
nearest:B 01:25:44.18 -09:38:01.1 0.02 0.0 0.98 0.0
nearest:B 01:25:55.43 -00:16:27.9 0.0 0.0 0.982 0.0
nearest:B 01:26:09.85 -09:07:47.0 0.038 0.038 0.923 0.0
nearest:B 01:26:27.80 +00:22:48.7 0.0 0.0 0.977 0.0
nearest:B 01:27:08.43 +01:11:06.8 0.0 0.0 0.829 0.0
nearest:B 01:27:09.53 +14:46:34.6 0.0 0.0 1.0 0.0
nearest:B 01:27:14.25 +01:15:26.5 0.045 0.0 0.955 0.0
nearest:B 01:27:14.63 +01:09:12.0 0.0 0.0 1.0 0.0
nearest:B 01:27:42.06 +13:32:56.8 0.029 0.0 0.943 0.029
nearest:B 01:27:48.78 -00:28:00.2 0.0 0.034 0.828 0.0
nearest:B 01:28:06.81 +13:17:03.4 0.045 0.0 0.955 0.0
nearest:B 01:28:07.35 +15:07:56.3 0.029 0.0 0.971 0.0
nearest:B 01:28:30.30 +00:00:14.5 0.0 0.03 0.939 0.0
nearest:B 01:29:40.54 +13:12:47.5 0.0 0.0 0.971 0.0
nearest:B 01:29:59.31 -00:38:00.3 0.0 0.0 1.0 0.0
nearest:B 01:30:57.73 +14:26:11.4 0.0 0.0 1.0 0.0
nearest:B 01:31:34.84 +01:10:26.0 0.111 0.037 0.852 0.0
nearest:B 01:31:42.28 +13:34:55.7 0.0 0.0 0.967 0.033
nearest:B 01:31:48.10 +00:39:45.9 0.0 0.04 0.92 0.04
nearest:B 01:32:58.92 -10:27:07.0 0.019 0.151 0.83 0.0
nearest:B 01:33:01.98 -00:41:23.4 0.0 0.0 1.0 0.0
nearest:B 01:33:07.54 +13:54:38.0 0.04 0.04 0.9 0.0
nearest:B 01:34:02.46 -01:04:32.8 0.0 0.143 0.821 0.036
nearest:B 01:34:07.55 +13:29:30.6 0.026 0.0 0.974 0.0
nearest:B 01:34:31.80 -10:35:02.9 0.057 0.029 0.886 0.0
nearest:B 01:34:48.75 -01:01:16.6 0.0 0.0 1.0 0.0
nearest:B 01:35:13.00 +00:23:50.0 0.0 0.0 0.964 0.0
nearest:B 01:35:43.80 -09:59:18.8 0.029 0.086 0.886 0.0
nearest:B 01:35:47.78 +15:15:12.3 0.0 0.034 0.897 0.0
nearest:B 01:35:51.09 -10:00:10.7 0.0 0.0 1.0 0.0
nearest:B 01:35:57.72 +14:48:57.8 0.037 0.0 0.889 0.0
nearest:B 01:36:27.99 -00:41:53.5 0.097 0.097 0.806 0.0
nearest:B 01:36:52.19 -09:46:56.3 0.0 0.148 0.852 0.0
nearest:B 01:36:53.31 -00:02:17.7 0.04 0.0 0.96 0.0
nearest:B 01:37:12.72 +13:10:43.0 0.087 0.043 0.826 0.043
nearest:B 01:37:20.99 +14:27:46.5 0.0 0.0 1.0 0.0
nearest:B 01:37:27.51 +13:36:47.8 0.017 0.0 0.915 0.017
nearest:B 01:37:28.94 -09:32:07.4 0.13 0.0 0.87 0.0
nearest:B 01:37:29.29 +00:57:08.2 0.061 0.061 0.848 0.0
nearest:B 01:37:35.52 -00:08:06.7 0.0 0.0 1.0 0.0
nearest:B 01:37:50.58 -09:03:11.8 0.137 0.0 0.843 0.02
nearest:B 01:38:03.27 +01:06:35.4 0.054 0.125 0.821 0.0
nearest:B 01:38:20.83 -09:51:29.2 0.0 0.0 0.983 0.0
nearest:B 01:38:30.88 +00:40:20.2 0.0 0.0 1.0 0.0
nearest:B 01:38:38.48 +00:44:29.4 0.0 0.0 0.95 0.05
nearest:B 01:38:40.64 -00:09:33.6 0.0 0.0 1.0 0.0
nearest:B 01:39:19.07 -10:00:36.1 0.029 0.114 0.829 0.029
nearest:B 01:39:29.23 +14:05:02.4 0.032 0.0 0.903 0.065
nearest:B 01:39:32.12 +14:54:51.1 0.036 0.0 0.964 0.0
nearest:B 01:39:46.97 -08:14:43.6 0.0 0.029 0.914 0.029
nearest:B 01:40:04.59 +13:25:01.4 0.027 0.054 0.892 0.027
nearest:B 01:40:07.45 -09:16:19.6 0.0 0.107 0.893 0.0
nearest:B 01:40:58.11 -10:31:08.1 0.0 0.0 1.0 0.0
